#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"DistinguishedName","GroupCategory","GroupScope","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=$ALUMNI,OU=ALUMNI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$ALUMNI","group","f497d213-4fb5-4663-9cfe-e4961790fd74","$ALUMNI","S-1-5-21-865322659-4255640127-3857865232-8257"
"CN=pharmcas,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","pharmcas","group","e3f74115-247b-49f7-979a-84797339f6fc","pharmcas","S-1-5-21-865322659-4255640127-3857865232-6785"
"CN=AEC,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","AEC","group","86274815-040f-4f8a-816e-3122687d86ce","AEC","S-1-5-21-865322659-4255640127-3857865232-6704"
"CN=Endocrinology,OU=ENDO,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Endocrinology","group","353d1216-3195-47f1-a977-6543f9c40efe","Endocrinology","S-1-5-21-865322659-4255640127-3857865232-6724"
"CN=CRC,OU=CRC,OU=RESGRAD,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CRC","group","2bf87116-cc7a-43c8-b68d-daef57bc6f08","CRC","S-1-5-21-865322659-4255640127-3857865232-8349"
"CN=HSC SPH Faculty,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC SPH Faculty","group","6b668816-7d6a-4e6b-af52-99dd9c2ed31e","HSC SPH Faculty","S-1-5-21-865322659-4255640127-3857865232-4233"
"CN=$BIRTHSCORE,OU=BIRTHSCORE,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$BIRTHSCORE","group","ce62fe17-b4d9-41ed-8642-085c33158343","$BIRTHSCORE","S-1-5-21-865322659-4255640127-3857865232-4158"
"CN=HSC SPH Staff,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC SPH Staff","group","bccb9d19-f846-4a27-89b3-398d9e8e5211","HSC SPH Staff","S-1-5-21-865322659-4255640127-3857865232-4236"
"CN=DPRH,OU=DPRH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","DPRH","group","c0a2241b-d77b-411a-a244-24ccdd74aba3","DPRH","S-1-5-21-865322659-4255640127-3857865232-8362"
"CN=$RD,OU=RD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RD","group","b67f3b1d-b83f-4134-a764-52bde10e6b96","$RD","S-1-5-21-865322659-4255640127-3857865232-8311"
"CN=CSCeveryone,OU=CSC_Training,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CSCeveryone","group","9e5a251e-2155-4956-abb5-5931aa8017fe","CSCeveryone","S-1-5-21-865322659-4255640127-3857865232-8350"
"CN=$DH,OU=DH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$DH","group","29ecbf1e-c1b9-497d-8cbf-9f80636a2d66","$DH","S-1-5-21-865322659-4255640127-3857865232-8272"
"CN=$CHSCHR,OU=HR,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHSCHR","group","b229e91e-621e-4277-9f3e-f607d230b2d1","$CHSCHR","S-1-5-21-865322659-4255640127-3857865232-6642"
"CN=ESign,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ESign","group","72799b1f-51ff-49b4-a584-8085f6321397","ESign","S-1-5-21-865322659-4255640127-3857865232-4224"
"CN=EDPROG,OU=EDPROG,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","EDPROG","group","55f3e820-2a33-4be3-acaa-0e623fcd24f7","EDPROG","S-1-5-21-865322659-4255640127-3857865232-4216"
"CN=HEALRES,OU=HEALRES,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HEALRES","group","9b7a3c21-1c20-4027-8162-3d49cee1856a","HEALRES","S-1-5-21-865322659-4255640127-3857865232-8374"
"CN=WVUH Web Access Group,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","WVUH Web Access Group","group","c1f9bd23-2572-450e-ae8d-3df74e1e6388","WVUH Web Access Group","S-1-5-21-865322659-4255640127-3857865232-6816"
"CN=NHLBI,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","NHLBI","group","789cf423-1a3c-4f5a-83aa-51c4e2f10a01","NHLBI","S-1-5-21-865322659-4255640127-3857865232-6773"
"CN=ERAS-MedPeds,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ERAS-MedPeds","group","10f14e24-4617-49ae-b1fe-0a489fb28d50","ERAS-MedPeds","S-1-5-21-865322659-4255640127-3857865232-4221"
"CN=$HPRR,OU=HPRR,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$HPRR","group","c5d76124-886a-4d29-8794-3985df5aeb4c","$HPRR","S-1-5-21-865322659-4255640127-3857865232-8287"
"CN=Physical Therapy,OU=PT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Physical Therapy","group","ef57f925-993e-46a9-80be-3027713decdb","Physical Therapy","S-1-5-21-865322659-4255640127-3857865232-6787"
"CN=obesity,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","obesity","group","07ae5e2c-3dd3-4345-977b-1251e1012cf3","obesity","S-1-5-21-865322659-4255640127-3857865232-6774"
"CN=NEUSUR,OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","NEUSUR","group","45e2362d-d662-4c40-8145-88eda60de80d","NEUSUR","S-1-5-21-865322659-4255640127-3857865232-6772"
"CN=LEGAL,OU=LEGAL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","LEGAL","group","9b601d2e-9cbd-488d-a137-aa7c8249bae2","LEGAL0","S-1-5-21-865322659-4255640127-3857865232-8388"
"CN=$CHSCSOM,OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHSCSOM","group","39366230-e614-483a-a521-44d4dd16d791","$CHSCSOM","S-1-5-21-865322659-4255640127-3857865232-6649"
"CN=PA,OU=PA,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","PA","group","ea0c3132-a3bc-4e38-aae5-98d4453b2755","PA","S-1-5-21-865322659-4255640127-3857865232-6779"
"CN=FACDEVEL,OU=FACDEVEL,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","FACDEVEL","group","dbc2e533-6ef9-48fa-bb02-192c6019d5c9","FACDEVEL","S-1-5-21-865322659-4255640127-3857865232-4226"
"CN=$CHSCMED,OU=MED,OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHSCMED","group","92bfa334-cfab-4675-94fb-bd3a7c4cb3a1","$CHSCMED","S-1-5-21-865322659-4255640127-3857865232-6645"
"CN=HSC Neurology Scan,OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Neurology Scan","group","a3665935-f84b-4570-ad1f-2a29d1e5d43e","HSC Neurology Scan","S-1-5-21-865322659-4255640127-3857865232-4238"
"CN=$BILLING,OU=BILLING,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$BILLING","group","e77b3b39-b115-499a-8dd9-392eebb9b693","$BILLING","S-1-5-21-865322659-4255640127-3857865232-6632"
"CN=ccmd 712,OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ccmd 712","group","0abb4639-4e5c-4a9e-b0f7-cfa2798675e6","ccmd 712","S-1-5-21-865322659-4255640127-3857865232-4197"
"CN=ANIMQ,OU=ANIMQ,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ANIMQ","group","afec5e39-4ea2-42f3-b7d7-7dc68d255635","ANIMQ","S-1-5-21-865322659-4255640127-3857865232-8336"
"CN=$RHEUM,OU=RHEUM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RHEUM","group","7659c639-382b-4e20-9621-30848df1a19e","$RHEUM","S-1-5-21-865322659-4255640127-3857865232-6688"
"CN=$LEGAL,OU=LEGAL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$LEGAL","group","12de7c3a-2163-488a-a758-ccb673ef3a8d","$LEGAL","S-1-5-21-865322659-4255640127-3857865232-8294"
"CN=$OHSR,OU=OHSR,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$OHSR","group","a9ad973a-cb01-492c-8fc8-f403ee3d118b","$OHSR","S-1-5-21-865322659-4255640127-3857865232-4176"
"CN=OHSR,OU=OHSR,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","OHSR","group","fd6b893c-a555-4bf0-a3eb-3c9c94195023","OHSR","S-1-5-21-865322659-4255640127-3857865232-4261"
"CN=$HOUSESTAFF,OU=HOUSESTAFF,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$HOUSESTAFF","group","42b4053d-f98d-4a75-9a3b-fc04ae57e366","$HOUSESTAFF","S-1-5-21-865322659-4255640127-3857865232-6664"
"CN=Geriatrics,OU=GERI,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Geriatrics","group","10135a3d-73b1-46c2-a122-27eb425dd990","Geriatrics","S-1-5-21-865322659-4255640127-3857865232-4229"
"CN=$SOMENDO,OU=ENDO,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SOMENDO","group","5aae843f-8198-477b-8368-65861aca4fa8","$SOMENDO","S-1-5-21-865322659-4255640127-3857865232-6690"
"CN=DEAN,OU=DEAN,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","DEAN","group","31d7c740-387e-4266-869a-a2e7247e8b3f","DEAN","S-1-5-21-865322659-4255640127-3857865232-6722"
"CN=$HR,OU=HR,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$HR","group","a8f1ca41-8338-4284-91fa-ba96ca855f7c","$HR","S-1-5-21-865322659-4255640127-3857865232-8288"
"CN=ICM,OU=ICM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ICM","group","c9f50e43-e6d8-4590-b490-7263d5431835","ICM","S-1-5-21-865322659-4255640127-3857865232-6767"
"CN=$OSResidents,OU=OSResidents,OU=OS,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$OSResidents","group","993cc144-8cb2-4dd3-b3ca-3bbaaeb3e9d9","$OSResidents","S-1-5-21-865322659-4255640127-3857865232-8303"
"CN=BIRTHSCORE,OU=BIRTHSCORE,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","BIRTHSCORE","group","94bd8c45-4bc3-4bf4-ab0a-10824f161f9d","BIRTHSCORE","S-1-5-21-865322659-4255640127-3857865232-4192"
"CN=Radiology,OU=RAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Radiology","group","ec56af47-ea87-43af-98dd-90a3d54519d0","Radiology","S-1-5-21-865322659-4255640127-3857865232-6792"
"CN=$PERIO,OU=PERIO,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$PERIO","group","79a6f047-5a7b-4c1f-a84e-ffc97489fc48","$PERIO","S-1-5-21-865322659-4255640127-3857865232-8305"
"CN=$HEALRES,OU=HEALRES,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$HEALRES","group","5dc65748-9f93-4ca9-8072-11afd6fe1e16","$HEALRES","S-1-5-21-865322659-4255640127-3857865232-8285"
"CN=$RCB,OU=RCB,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RCB","group","38b26948-50e9-4f23-871e-1d38a19d18dc","$RCB","S-1-5-21-865322659-4255640127-3857865232-8310"
"CN=ITSWEB,OU=Application and Web Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ITSWEB","group","3d76cc49-a256-4ad2-a0de-3c3e219617a9","ITSWEB","S-1-5-21-865322659-4255640127-3857865232-8334"
"CN=$NEUSUR,OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$NEUSUR","group","fc1b224a-f723-4479-a1da-2ddeffe34f3a","$NEUSUR","S-1-5-21-865322659-4255640127-3857865232-6672"
"CN=$NEURO,OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$NEURO","group","9d97484b-d2bf-4a67-adb1-09cfe6cfbdc3","$NEURO","S-1-5-21-865322659-4255640127-3857865232-4174"
"CN=$OP,OU=OP,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$OP","group","0d8a9a4b-ee0c-4918-bc0c-0b797d355a8e","$OP","S-1-5-21-865322659-4255640127-3857865232-8301"
"CN=$IOEH,OU=OCCMED,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$IOEH","group","515c9b4b-8492-49b7-82f6-8a5a688d4b0e","$IOEH","S-1-5-21-865322659-4255640127-3857865232-4169"
"CN=$INFDIS,OU=INFDIS,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$INFDIS","group","b58aa24d-d558-41a8-8e3b-cdd883fb04a4","$INFDIS","S-1-5-21-865322659-4255640127-3857865232-4168"
"CN=ERAS-Neph,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ERAS-Neph","group","d324b54d-6370-43b7-8a59-053fc1e52a4f","ERAS-Neph","S-1-5-21-865322659-4255640127-3857865232-6726"
"CN=NEURO,OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","NEURO","group","41ad104e-5269-464a-9ddb-807beb9de17c","NEURO","S-1-5-21-865322659-4255640127-3857865232-4257"
"CN=ALUMNI,OU=ALUMNI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ALUMNI","group","177e784f-dbb0-4a59-a3be-5b2b1b863a91","ALUMNI0","S-1-5-21-865322659-4255640127-3857865232-8335"
"CN=$CHSCFAMMED,OU=FAMMED,OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHSCFAMMED","group","5fa10750-2b2c-40b7-8a6a-c4b6d1d9ec73","$CHSCFAMMED","S-1-5-21-865322659-4255640127-3857865232-4160"
"CN=Blueprints-RO,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Blueprints-RO","group","1e781a51-e855-4692-bacd-6c426144d706","Blueprints-RO","S-1-5-21-865322659-4255640127-3857865232-8341"
"CN=Agmon Lab Group,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Agmon Lab Group","group","8ed13951-2155-4003-9d9e-68a1f97990c5","Agmon Lab Group","S-1-5-21-865322659-4255640127-3857865232-6706"
"CN=pcol 761,OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","pcol 761","group","fd187851-b3b5-46b0-96cf-5b841a77ec32","pcol 761","S-1-5-21-865322659-4255640127-3857865232-3276"
"CN=$SOMDEAN0,OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SOMDEAN0","group","8a4c7153-9156-4efb-b11f-bd9108a27439","$SOMDEAN0","S-1-5-21-865322659-4255640127-3857865232-8321"
"CN=database,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","database","group","f01deb53-8c02-4595-9a26-e3ff25cef9e7","database","S-1-5-21-865322659-4255640127-3857865232-4212"
"CN=Teleform Users,OU=BIRTHSCORE,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Teleform Users","group","66018454-6dcb-46c3-9cd0-81b78b637f16","Teleform Users","S-1-5-21-865322659-4255640127-3857865232-4274"
"CN=$FELLOWS,OU=FELLOWS,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$FELLOWS","group","10d47755-c311-46a0-84e9-d4606bd69805","$FELLOWS","S-1-5-21-865322659-4255640127-3857865232-6661"
"CN=$NEPH,OU=NEPH,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$NEPH","group","94a99855-c287-479c-a88c-1c81f7975c0c","$NEPH","S-1-5-21-865322659-4255640127-3857865232-6671"
"CN=$ANAT,OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$ANAT","group","28095256-1458-4136-98c6-aef71ba8bcf5","$ANAT","S-1-5-21-865322659-4255640127-3857865232-6628"
"CN=$RADSAF,OU=RADSAF,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RADSAF","group","94165957-a2ac-45ea-99b5-c74b5a34c358","$RADSAF","S-1-5-21-865322659-4255640127-3857865232-8309"
"CN=$CHSCLIB,OU=LIB,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHSCLIB","group","40d27557-26cf-4c32-a33f-26e14dbe8339","$CHSCLIB","S-1-5-21-865322659-4255640127-3857865232-6644"
"CN=$ICM,OU=ICM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$ICM","group","74fa7957-e31e-4973-9655-c4b2a3e97a2c","$ICM","S-1-5-21-865322659-4255640127-3857865232-6667"
"CN=$CHAR_DIV,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHAR_DIV","group","8aa75c58-0485-4ead-8dc5-ef2a6e09841a","$CHAR_DIV","S-1-5-21-865322659-4255640127-3857865232-6638"
"CN=HPRR,OU=HPRR,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HPRR","group","a2286658-005c-4607-ae4f-2f34b84ec031","HPRR","S-1-5-21-865322659-4255640127-3857865232-8376"
"CN=CTN_0030,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CTN_0030","group","e930b15a-fb6e-4ec5-b529-d969ff84b999","CTN_0030","S-1-5-21-865322659-4255640127-3857865232-6721"
"CN=Faculty,OU=Faculty,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Faculty","group","5cd92d5b-6ae8-452a-8a6d-4b7af2dc714e","Faculty0","S-1-5-21-865322659-4255640127-3857865232-6730"
"CN=$RadTest,OU=RadTest,OU=RAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RadTest","group","5a1d4b5f-5979-48cd-be5c-8d49d6690fd8","$RadTest","S-1-5-21-865322659-4255640127-3857865232-6686"
"CN=$PROSTHO,OU=PROSTHO,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$PROSTHO","group","a736785f-cd31-4424-9d9a-58e41d55dcb6","$PROSTHO","S-1-5-21-865322659-4255640127-3857865232-8307"
"CN=Question-Bank,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Question-Bank","group","a4b96b60-acf3-4d64-a3e3-fa74c487891e","Question-Bank","S-1-5-21-865322659-4255640127-3857865232-6790"
"CN=$ClinicalPharmacy,OU=ClinicalPharmacy,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$ClinicalPharmacy","group","7d9d2262-2b6c-4f61-afaf-8a815c8e310d","$ClinicalPharmacy","S-1-5-21-865322659-4255640127-3857865232-8265"
"CN=$GERI,OU=GERI,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$GERI","group","cb685a63-77fe-41f0-a7c5-2b9bb70c6b42","$GERI","S-1-5-21-865322659-4255640127-3857865232-4167"
"CN=$DEVEL,OU=DEVEL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$DEVEL","group","e629cd66-7922-4452-8f77-a358710ba3a8","$DEVEL","S-1-5-21-865322659-4255640127-3857865232-4163"
"CN=$PA,OU=PA,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$PA","group","86ec6c67-0d40-4b7c-b2c9-05209e570580","$PA","S-1-5-21-865322659-4255640127-3857865232-6677"
"CN=$NSA,OU=NSA,OU=NETWORK,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$NSA","group","d276ab68-e05b-433c-9293-370fe8c40ff4","$NSA","S-1-5-21-865322659-4255640127-3857865232-8299"
"CN=$LIB,OU=LIB,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$LIB","group","7674116a-c433-4688-a6a2-93ab35caadeb","$LIB","S-1-5-21-865322659-4255640127-3857865232-8295"
"CN=$EXERPHYS,OU=EXERPHYS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$EXERPHYS","group","33c0fa6a-c76c-4871-addc-10dca48b5ca1","$EXERPHYS","S-1-5-21-865322659-4255640127-3857865232-6660"
"CN=$MEDIA,OU=MEDIA,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$MEDIA","group","2ad7476b-c8cb-403b-9904-85968f4e4dc2","$MEDIA","S-1-5-21-865322659-4255640127-3857865232-6669"
"CN=$CLIN,OU=CLIN,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CLIN","group","3b98296c-55d5-45e9-80b6-8da3d9d911b1","$CLIN","S-1-5-21-865322659-4255640127-3857865232-6654"
"CN=$ANIMQ,OU=ANIMQ,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$ANIMQ","group","ad1ff56c-7510-4843-90ce-fd6695bedb35","$ANIMQ","S-1-5-21-865322659-4255640127-3857865232-8258"
"CN=$CRC,OU=CRC,OU=RESGRAD,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CRC","group","45477f6e-5ae6-4422-8032-357fefa56c7c","$CRC","S-1-5-21-865322659-4255640127-3857865232-8268"
"CN=HSC SON StudentServices Database Read,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC SON StudentServices Database Read","group","f8d80d6f-1a23-4381-8461-105420621fc2","HSC SON StudentServices Database Read","S-1-5-21-865322659-4255640127-3857865232-6757"
"CN=$PT,OU=PT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$PT","group","02ab1c6f-f035-4fba-a165-923f6ea408f0","$PT","S-1-5-21-865322659-4255640127-3857865232-6683"
"CN=Infectious Disease,OU=INFDIS,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Infectious Disease","group","eb2c566f-4c96-42c8-9a1d-37ef5d339550","Infectious Disease","S-1-5-21-865322659-4255640127-3857865232-4245"
"CN=$WORKSTUDY,OU=WORKSTUDY,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$WORKSTUDY","group","67460570-0927-4cc7-99fd-5c57c4afe589","$WORKSTUDY","S-1-5-21-865322659-4255640127-3857865232-6697"
"CN=$CHSCSOP,OU=SOP,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CHSCSOP","group","9c3b1074-cafa-49f2-a227-9d6180a1eefc","$CHSCSOP","S-1-5-21-865322659-4255640127-3857865232-6651"
"CN=$DATASYS,OU=DATASYS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$DATASYS","group","33359574-50b7-4d93-8c8d-007b6d9089e6","$DATASYS","S-1-5-21-865322659-4255640127-3857865232-8270"
"CN=$BIOMED,OU=BIOMED,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$BIOMED","group","04894a75-5248-4a39-ba16-da1b12784eb5","$BIOMED","S-1-5-21-865322659-4255640127-3857865232-8259"
"CN=$EMMED,OU=EMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$EMMED","group","242ea177-5fd4-4358-b332-4e94297e9f60","$EMMED","S-1-5-21-865322659-4255640127-3857865232-6658"
"CN=$WELLNESS,OU=WELLNESS,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$WELLNESS","group","9a48f778-b75f-4fe1-91e7-167194cacb08","$WELLNESS","S-1-5-21-865322659-4255640127-3857865232-4183"
