"Name","Enabled","PasswordLastSet","OperatingSystem","distinguishedName"
"KKIDD3-MD","True","11/26/2012 6:23:54 PM","Windows 7 Professional","CN=KKIDD3-MD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSIFDFDBC","True","11/27/2012 9:08:29 AM","Windows 7 Professional","CN=HSIFDFDBC,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"BALLOWATT-SON","True","11/27/2012 9:17:22 AM","Windows 7 Professional","CN=BALLOWATT-SON,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"THAMILT7-SON","True","11/27/2012 9:33:48 AM","Windows 7 Professional","CN=THAMILT7-SON,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"BRUFFOLO-TPAD","True","11/27/2012 12:04:33 PM","Windows 7 Professional","CN=BRUFFOLO-TPAD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWADE9-NURSE","True","11/28/2012 8:21:07 AM","Windows 7 Professional","CN=CWADE9-NURSE,OU=2013,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SHIXSON-SON","True","11/28/2012 11:25:56 AM","Windows 7 Professional","CN=SHIXSON-SON,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-3F84","True","11/29/2012 10:35:18 AM","Windows 7 Enterprise","CN=HSC-SOP-3F84,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-JNAGY1","True","11/30/2012 6:35:13 AM","Windows 7 Professional","CN=PA-JNAGY1,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-MAINT-9F827","True","11/30/2012 7:16:27 AM","Windows 7 Enterprise","CN=HS-MAINT-9F827,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-AHUBER","True","11/30/2012 8:29:08 AM","Windows 7 Professional","CN=PA-AHUBER,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-ESNODRA","True","11/30/2012 8:34:02 AM","Windows 7 Professional","CN=PA-ESNODRA,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-KBURNET2","True","11/30/2012 8:40:59 AM","Windows 7 Professional","CN=PA-KBURNET2,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-LHOUGH2","True","11/30/2012 9:03:09 AM","Windows 7 Professional","CN=PA-LHOUGH2,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-MFREEMA4","True","11/30/2012 9:03:53 AM","Windows 7 Professional","CN=PA-MFREEMA4,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-FMERRILL","True","11/30/2012 9:04:21 AM","Windows 7 Professional","CN=PA-FMERRILL,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-PSHAH5","True","11/30/2012 9:17:36 AM","Windows 7 Professional","CN=PA-PSHAH5,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-HARTS","True","11/30/2012 9:19:20 AM","Windows 7 Professional","CN=PA-HARTS,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-SGWINN3","True","12/3/2012 8:48:33 AM","Windows 7 Professional","CN=MD-SGWINN3,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-3AF8","True","12/3/2012 9:23:31 AM","Windows 7 Professional","CN=HSC-SOP-3AF8,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PH-BHAMILT1","True","12/3/2012 9:30:31 AM","Windows Vista™ Ultimate","CN=PH-BHAMILT1,OU=PH,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"STUDENT3","True","12/3/2012 9:44:48 AM","Windows 7 Enterprise","CN=STUDENT3,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSADFS2PROXY","False","12/3/2012 4:17:46 PM","Windows Server 2008 R2 Enterprise","CN=HSADFS2PROXY,OU=Legacy,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-KGODISH","True","12/4/2012 8:07:47 AM","Windows 7 Professional","CN=SON-KGODISH,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ETRU-ACE5","False","12/4/2012 8:14:08 AM","Windows 7 Enterprise","CN=HS-ETRU-ACE5,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED6239","True","12/4/2012 11:38:59 AM","Windows 7 Enterprise","CN=HSCEMMED6239,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-SEGAN1","True","12/4/2012 11:54:53 AM","Windows 7 Professional","CN=SON-SEGAN1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-CBURTON","True","12/4/2012 12:11:22 PM","Windows 7 Professional","CN=SON-CBURTON,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"hsc-macmini","True","12/5/2012 10:47:54 AM","Mac OS X","CN=hsc-macmini,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU70GLFQ1","True","12/5/2012 2:28:08 PM","Windows 7 Professional","CN=CWVU70GLFQ1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TERM-TEST","True","12/6/2012 3:52:38 AM","Windows Server 2008 R2 Enterprise","CN=TERM-TEST,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ZBREWER1","True","12/7/2012 11:24:30 AM","Windows XP Professional","CN=MD-ZBREWER1,OU=2014,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PA-SGOLDBE1","True","12/7/2012 11:37:43 AM","Windows 7 Professional","CN=PA-SGOLDBE1,OU=2012,OU=PA,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JGODBEY2","True","12/7/2012 3:31:31 PM","Windows 7 Professional","CN=MD-JGODBEY2,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CARENA-MD","True","12/7/2012 4:29:58 PM","Windows 7 Professional","CN=CARENA-MD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ZGARRETT","True","12/8/2012 2:56:00 PM","Windows 7 Professional","CN=MD-ZGARRETT,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HANGLIN-SON","True","12/10/2012 10:53:38 AM","Windows 7 Professional","CN=HANGLIN-SON,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AYANG1-MD","True","12/10/2012 11:40:40 AM","Windows 7 Professional","CN=AYANG1-MD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AUTOCLAVE3","True","12/11/2012 8:52:11 AM","Windows 7 Enterprise","CN=AUTOCLAVE3,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DGROVES-LAPTOP","True","12/11/2012 9:59:01 AM","Windows 7 Enterprise","CN=DGROVES-LAPTOP,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-CMOHAN","True","12/14/2012 1:01:01 PM","Windows 7 Professional","CN=MD-CMOHAN,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOM-DA72","True","12/17/2012 8:28:52 AM","Windows 7 Professional","CN=HSC-SOM-DA72,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-CSPEARS","True","12/17/2012 4:31:21 PM","Windows XP Professional","CN=MD-CSPEARS,OU=2012,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JBUTCHER","True","12/17/2012 4:40:28 PM","Windows 7 Enterprise","CN=JBUTCHER,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-CWILCOX1","True","12/17/2012 8:10:27 PM","Windows Vista™ Ultimate","CN=MD-CWILCOX1,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-ANAT-D3AD","True","12/19/2012 11:00:25 AM","Windows 7 Enterprise","CN=HSC-ANAT-D3AD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CAILAB5","True","12/20/2012 11:17:58 AM","Windows 7 Enterprise","CN=CAILAB5,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-AYANG","True","12/20/2012 11:19:35 AM","Windows 7 Professional","CN=MD-AYANG,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-CARICO","True","12/20/2012 1:10:36 PM","Windows 7 Professional","CN=MD-CARICO,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ME-TSF3","True","12/27/2012 7:08:59 AM","Windows 7 Enterprise","CN=HS-ME-TSF3,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-RGANDEE","True","12/28/2012 12:16:43 PM","Windows 7 Professional","CN=PT-RGANDEE,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HELPDES-5H9GRRX","True","1/1/2013 10:01:43 AM","Windows 7 Enterprise","CN=HELPDES-5H9GRRX,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-RESGRAD-40D5","True","1/2/2013 10:11:48 AM","Windows 7 Enterprise","CN=HS-RESGRAD-40D5,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JFAGAN1","True","1/3/2013 1:44:24 PM","Windows 7 Professional","CN=MD-JFAGAN1,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SBLC-CFBF","True","1/3/2013 3:52:42 PM","Windows XP Professional","CN=HS-SBLC-CFBF,OU=SBLC,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SBLC-0FFD","True","1/3/2013 3:54:06 PM","Windows XP Professional","CN=HSC-SBLC-0FFD,OU=SBLC,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3831-960","True","1/3/2013 5:58:51 PM","Windows 7 Enterprise","CN=HS-SPH-3831-960,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"R2D25","True","1/4/2013 9:38:14 AM","Windows 7 Professional","CN=R2D25,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-NSMITH17","True","1/7/2013 10:23:48 AM","Windows Vista™ Ultimate","CN=SOP-NSMITH17,OU=SOP,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ITS-6986","True","1/9/2013 3:47:30 AM","Windows 7 Professional","CN=HS-ITS-6986,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-ATHORNT2","True","1/9/2013 6:59:04 PM","Windows 7 Professional","CN=SOP-ATHORNT2,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED4503","True","1/10/2013 8:19:56 AM","Windows 7 Enterprise","CN=HSCEMMED4503,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDOHAR-MD","True","1/11/2013 12:36:45 PM","Windows 7 Professional","CN=SDOHAR-MD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-RSUNYAK","True","1/14/2013 8:36:05 AM","Windows 7 Professional","CN=SON-RSUNYAK,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-JMERINAR","True","1/14/2013 8:48:30 AM","Windows 7 Professional","CN=OT-JMERINAR,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-JMARK2","True","1/14/2013 8:54:53 AM","Windows 7 Professional","CN=OT-JMARK2,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-LMOORE20","True","1/14/2013 8:58:28 AM","Windows 7 Professional","CN=OT-LMOORE20,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-JMCGINL1","True","1/14/2013 8:59:02 AM","Windows 7 Professional","CN=OT-JMCGINL1,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-DBARKLEY","True","1/14/2013 8:59:30 AM","Windows 7 Professional","CN=OT-DBARKLEY,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-KWANSTRE","True","1/14/2013 9:00:54 AM","Windows 7 Professional","CN=OT-KWANSTRE,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"BMULLEN1-OT","True","1/14/2013 9:01:05 AM","Windows 7 Professional","CN=BMULLEN1-OT,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-MLARKIN3","True","1/14/2013 9:01:25 AM","Windows 7 Professional","CN=OT-MLARKIN3,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PMARTIN9-OT","True","1/14/2013 9:02:43 AM","Windows 7 Professional","CN=PMARTIN9-OT,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"GQUATTRO-OT","True","1/14/2013 9:02:48 AM","Windows 7 Professional","CN=GQUATTRO-OT,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AQUATTR-MD","True","1/14/2013 9:03:58 AM","Windows 7 Professional","CN=AQUATTR-MD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-ETONDREA","True","1/14/2013 9:06:35 AM","Windows 7 Professional","CN=OT-ETONDREA,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-BDUFFIEL","True","1/14/2013 9:06:36 AM","Windows 7 Professional","CN=SOP-BDUFFIEL,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-KROWZEE","True","1/14/2013 9:07:01 AM","Windows 7 Professional","CN=OT-KROWZEE,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-LDOUTHIT","True","1/14/2013 9:09:11 AM","Windows 7 Professional","CN=OT-LDOUTHIT,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-AHICKMA3","True","1/14/2013 9:11:54 AM","Windows 7 Professional","CN=OT-AHICKMA3,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-LCHIRICO","True","1/14/2013 9:11:55 AM","Windows 7 Professional","CN=OT-LCHIRICO,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ASULLIV5-OT","True","1/14/2013 9:12:43 AM","Windows 7 Professional","CN=ASULLIV5-OT,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-HJAMES","True","1/14/2013 9:13:05 AM","Windows 7 Professional","CN=OT-HJAMES,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-CGABBER2","False","1/14/2013 9:13:06 AM","Windows 7 Professional","CN=OT-CGABBER2,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-BHERSON","True","1/14/2013 9:13:13 AM","Windows 7 Professional","CN=OT-BHERSON,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-AWILSO34","True","1/14/2013 9:13:22 AM","Windows 7 Professional","CN=OT-AWILSO34,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ABEIHL-SOP","True","1/14/2013 9:14:47 AM","Windows 7 Professional","CN=ABEIHL-SOP,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-KDUNLAY1","True","1/14/2013 9:17:40 AM","Windows 7 Professional","CN=OT-KDUNLAY1,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-GNELSON3","True","1/14/2013 9:17:55 AM","Windows 7 Professional","CN=OT-GNELSON3,OU=2014,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-CDECREAS","True","1/14/2013 9:18:48 AM","Windows 7 Professional","CN=OT-CDECREAS,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-NPRITT","True","1/14/2013 9:20:36 AM","Windows 7 Professional","CN=OT-NPRITT,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-APEDDICO","True","1/14/2013 9:26:28 AM","Windows 7 Professional","CN=OT-APEDDICO,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-RNEWSOME","True","1/14/2013 9:28:17 AM","Windows 7 Professional","CN=OT-RNEWSOME,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-MEYRAUC","True","1/14/2013 9:28:33 AM","Windows 7 Professional","CN=OT-MEYRAUC,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-LPALERMO","True","1/14/2013 11:08:46 AM","Windows 7 Professional","CN=OT-LPALERMO,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AMILLE43","True","1/14/2013 11:31:03 AM","Windows 7 Professional","CN=AMILLE43,OU=2012,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-KPOMP","True","1/14/2013 12:28:18 PM","Windows 7 Professional","CN=SON-KPOMP,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHARM-CMILBURN","True","1/14/2013 1:59:48 PM","Windows 7 Professional","CN=PHARM-CMILBURN,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MWEST3-SON","True","1/15/2013 10:58:19 AM","Windows 7 Professional","CN=MWEST3-SON,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-JGRIECO","True","1/15/2013 12:56:01 PM","Windows 7 Professional","CN=OT-JGRIECO,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-AFITZWA2","True","1/15/2013 3:08:22 PM","Windows 7 Professional","CN=SON-AFITZWA2,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"kristie_brocks","True","1/16/2013 8:36:07 AM","Mac OS X","CN=kristie_brocks,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU6BV45S1","True","1/16/2013 11:57:15 AM","Windows 7 Professional","CN=CWVU6BV45S1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3847DSK1","True","1/17/2013 9:57:20 AM","Windows 7 Enterprise","CN=HS-SPH-3847DSK1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-AVP-7C37","True","1/17/2013 12:22:35 PM","Windows 7 Professional","CN=HS-AVP-7C37,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHARMA90F","True","1/22/2013 1:27:10 PM","Windows 7 Enterprise","CN=HSPHARMA90F,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AKOPICH","True","1/22/2013 2:47:08 PM","Windows 7 Enterprise","CN=AKOPICH,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU50MHKN1","True","1/23/2013 10:11:48 AM","Windows 7 Enterprise","CN=CWVU50MHKN1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ZREED","True","1/23/2013 6:02:42 PM","Windows Vista™ Ultimate","CN=MD-ZREED,OU=2013,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-2350A-VM","True","1/24/2013 10:32:28 AM","Windows 7 Enterprise","CN=HS-SPH-2350A-VM,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRADSAF82D7","True","1/25/2013 12:35:34 PM","Windows 7 Enterprise","CN=HSRADSAF82D7,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-RGRAMMER","True","1/28/2013 3:22:56 PM","Windows Vista™ Ultimate","CN=MD-RGRAMMER,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-MICRO-4C92","True","2/1/2013 2:45:29 PM","Windows 7 Enterprise","CN=HS-MICRO-4C92,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CONTROLROOM2","True","2/1/2013 6:30:04 PM","Windows 7 Enterprise","CN=CONTROLROOM2,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PT-D89B","True","2/4/2013 8:24:04 AM","Windows 7 Enterprise","CN=HS-PT-D89B,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS5196","True","2/4/2013 9:40:40 AM","Windows 7 Professional","CN=HSPEDS5196,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOM-0D91","True","2/4/2013 11:50:46 AM","Windows 7 Professional","CN=HS-SOM-0D91,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-RLIVENG2","True","2/5/2013 7:55:11 AM","Windows 7 Professional","CN=MD-RLIVENG2,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUBKMRBK1","True","2/5/2013 11:13:34 AM","Windows 7 Professional","CN=CWVUBKMRBK1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP","True","2/6/2013 1:47:44 PM","Windows 7 Enterprise","CN=SOP,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3831-990","True","2/7/2013 8:44:14 AM","Windows 7 Professional","CN=HS-SPH-3831-990,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TIFFANY-PC","True","2/7/2013 12:57:48 PM","Windows 7 Enterprise","CN=TIFFANY-PC,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-SNG","True","2/8/2013 8:13:30 AM","Windows 7 Professional","CN=MD-SNG,OU=2014,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SEGAN1-SON","True","2/11/2013 11:07:15 AM","Windows 7 Professional","CN=SEGAN1-SON,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-G103-CUBE6","True","2/12/2013 12:19:09 PM","Windows 7 Enterprise","CN=HS-G103-CUBE6,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-AHN","True","2/13/2013 9:13:38 AM","Windows Vista™ Ultimate","CN=MD-AHN,OU=2013,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CMASSART-MD","True","2/13/2013 3:16:11 PM","Windows 7 Professional","CN=CMASSART-MD,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-CNGUYEN3","True","2/14/2013 8:55:44 AM","Windows 7 Professional","CN=SOP-CNGUYEN3,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-BMURDOCK","True","2/14/2013 9:12:11 AM","Windows 7 Professional","CN=SOP-BMURDOCK,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OLAR57D2","True","2/14/2013 11:20:09 AM","Windows 7 Enterprise","CN=OLAR57D2,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ITS-C4E9","True","2/14/2013 2:53:12 PM","Windows 7 Enterprise","CN=HS-ITS-C4E9,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SREMICK-PC","True","2/18/2013 6:54:40 AM","Windows 7 Enterprise","CN=SREMICK-PC,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS622B","True","2/18/2013 7:09:37 AM","Windows 7 Professional","CN=HSPEDS622B,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-EXPHYS-A21A","True","2/18/2013 9:01:56 AM","Windows 7 Professional","CN=HS-EXPHYS-A21A,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MDTV-THINK","True","2/18/2013 9:09:12 AM","Windows 7 Professional","CN=MDTV-THINK,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-SCRESS2","True","2/18/2013 4:04:06 PM","Windows 7 Professional","CN=SON-SCRESS2,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-SFRANCI5","True","2/19/2013 10:22:08 AM","Windows 7 Professional","CN=SON-SFRANCI5,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
