"GroupName","SamAccountName","GroupCount"
"g270-hp4005-aa06 Group","g270-hp4005-aa06 Group","5"
"2350-HP2400 Group","2350-HP2400","8"
"4500-hp4100 Group","4500-hp4100 Group","13"
"HSC SPH CSC","HSC SPH CSC","2"
"4616-brotherJ6720dw Group","4616-brotherJ6720dw Group","2"
"HS ClassRoom File Users","HS ClassRoom File Users","87"
"Pyramed","Pyramed","2"
"g181b-hp800 Group","g181b-hp800","2"
"HAPI DB","HAPI DB","6"
"Pathology Faculty","Pathology Faculty","26"
"1146-hp2025 Group","1146-hp2025 Group","4"
"cblc-canon5570 Group","cblc-canon5570","2"
"Gastroenterology","Gastroenterology","28"
"G290-ETRU-Printer Group","G290-ETRU-Printer","3"
"6400-toshiba Group","6400-toshiba","3"
"HSC Finance","HSC Finance","4"
"SOPStudentServices","SOPStudentServices","6"
"HSC Citrix Install","HSC Citrix Install","1"
"6700i-hplj2015 Group","6700i-hplj2015 Group","2"
"HSC Titanium Users","HSC Titanium Users","3"
"HSC ACTECH","HSC ACTECH","10"
"2181-minolta600","2181-minolta600","16"
"HSC BRNI CSC","HSC BRNI CSC","1"
"3700-RicohIM430f Group","3700-RicohIM430f Group","3"
"P&P","P&P","2"
"SGD-SQL-Manager","SGD-SQL-Manager","4"
"Grant Templates","Grant Templates","14"
"WVUHCitrixUsers","WVUHCitrixUsers","2807"
"HSC AVP","HSC AVP","2"
"$TRC","$TRC","17"
"HSC Finance Share","HSC Finance Share","3"
"3338c-xerox Group","3338c-xerox","1"
"HS MiPAC SQL Administrators","HS MiPAC SQL Administrators","1"
"216-HP3550C Group","216-HP3550C","1"
"G350-Minolta Group","G350-Minolta","9"
"6500-miolta500 Group","6500-miolta500","25"
"g212b-hpcljm551 Group","g212b-hpcljm551","4"
"G350-HP4500C Group","G350-HP4500C","1"
"WVU HR Share","WVU HR Share","4"
"4612-HPLJ4100 Group","4612-HPLJ4100","1"
"SOPshared","SOPshared","11"
"g270-hp4005 Group","g270-hp4005","5"
"Weedlab6300 Group","Weedlab6300","2"
"ERAS-Peds","ERAS-Peds","5"
"g280-hp4014 Group","g280-hp4014 Group","2"
"HSC HSTA CSC","HSC HSTA CSC","1"
"4618-xerox Group","4618-xerox","8"
"4511-hp2605 Group","4511-hp2605 Group","9"
"4608-hp2025n Group","4608-hp2025n Group","2"
"ALUMNI_db","ALUMNI_db","11"
"WVUH Business Objects","WVUH Business Objects","23"
"4304-hpjl-m203dw Group","4304-hpjl-m203dw","8"
"5400-HPLJ1200 Group","5400-HPLJ1200","2"
"3011-hplj-m451dn Group","3011-hplj-m451dn Group","0"
"6400-dell-2150cn(color)","6400-dell-2150cn(color)","13"
"2172-hp2015 Group","2172-hp2015","4"
"1147-minoltac458 Group","1147-minoltac458 Group","32"
"BSO_db","BSO_db","2"
"g280b-hplj-m602 Group","g280b-hplj-m602","4"
"g251-hp2300 Group","g251-hp2300","1"
"$CMEDMGMT","$CMEDMGMT","37"
"G350-HPLJ4 Group","G350-HPLJ4","1"
"CHSC All Users","CHSC All Users","156"
"Hsdata1 Admin Users","Hsdata1 Admin Users","5"
"g251-hp1518 Group","g251-hp1518 Group","4"
"g308-minoltac25 Group","g308-minoltac25 Group","2"
"COHRA Database READ-ONLY Group","COHRA Database READ-ONLY Group","4"
"SOPMisc","SOPMisc","8"
"ETRUcomputers","ETRUcomputers","15"
"Portfolio","Portfolio","1"
"Erma-200-brotherhl5370 Group","Erma-200-brotherhl5370 Group","3"
"Visio 2007","Visio 2007","2"
"Budget Group","Budget Group","4"
"Gismondi Printer","Gismondi Printer","4"
"1300-bizhub Group","1300-bizhub Group","10"
"SPH EdProg Database Admin","SPH EdProg Database Admin","3"
"2350g-hpcp2025d","2350g-hpcp2025d","0"
"SNRC Shared","SNRC Shared","1"
"WVU Student Affairs Admins","WVU Student Affairs Admins","1"
"1000-hp4010 Group","1000-hp4010","1"
"WVUOHSR","WVUOHSR","5"
"CTSA WVU","CTSA WVU","17"
"WVUH 3M Group","WVUH 3M Group","13"
"WVU Password Change","WVU Password Change","4"
"erma345-hp3000","erma345-hp3000","1"
"CHSC Pics Group","CHSC Pics Group","6"
"WVUH Careware","WVUH Careware","16"
"brother-5100h Group","brother-5100h","16"
"Compliance Group","Compliance Group","11"
"2187-hp-m451dn","2187-hp-m451dn","10"
"prete-3338e-canon-mx860 Group","prete-3338e-canon-mx860 Group","1"
"CTSA","CTSA","16"
"HSC Grants Group","HSC Grants Group","3"
"HLA Case Studies","HLA Case Studies","2"
"6500-minoltac552 Group","6500-minoltac552 Group","111"
"SPH POC","SPH POC","2"
"Microbiology Sharepoint Owners","Microbiology Sharepoint Owners","1"
"StudentAff-Role WellWVU Health Staff","StudentAff-Role WellWVU Health Staff","4"
"WVUH Password Change","WVUH Password Change","2"
"6400-hpc1518ni Group","6400-hpc1518ni","9"
"Office 2007","Office 2007","1"
"g110lobby-minolta Group","g110lobby-minolta Group","4"
"WVUH Terminal Services Group","WVUH Terminal Services Group","644"
"ENT Head & Neck Service","ENT Head & Neck Service","1"
"HSC SharePoint Admins2","HSC SharePoint Admins2","9"
"erma345-hp4200","erma345-hp4200","1"
"WVUH Citrix-Meditech","WVUH Citrix-Meditech","10"
"Data Group","Data Group","5"
"7500-cannon","7500-cannon","2"
"SPH login script","SPH login script","14"
"4076a-advantagedlx Group","4076a-advantagedlx Group","2"
"SPH Roaming","SPH Roaming","1"
"Mipac Servers","Mipac Servers","0"
"PwdTestGroup","PwdTestGroup","2"
"Child Nutrition","Child Nutrition","2"
"SPH UHA Admin","SPH UHA Admin","2"
"SPH OccMed RO","SPH OccMed RO","5"
"8322-Xerox Group","8322-Xerox","3"
"SPH Accounting","SPH Accounting","4"
"StudentAff-Role WellWVU Mental Health Staff","StudentAff-Role WellWVU Mental Health Staff","1"
"orthoclinic-printer Group","orthoclinic-printer","9"
"1206b-brother5370dw","1206b-brother5370dw","1"
"erma-270-canon-mx850 Group","erma-270-canon-mx850 Group","4"
"Migration Test Domain Local","Migration Test Domain Local","Error Getting Group Count"
"SPH Finance","SPH Finance","7"
"1621-minoltac654 Group","1621-minoltac654 Group","86"
"1168-minolta-c452 Group","1168-minolta-c452 Group","38"
"CERTSVC_DCOM_ACCESS","CERTSVC_DCOM_ACCESS","3"
"CPPW","CPPW","2"
"g190m-hpljp2015 Group","g190m-hpljp2015 Group","8"
"g104a-samsung-ml2571n","g104a-samsung-ml2571n","1"
"4001-samsung2850 Group","4001-samsung2850 Group","0"
"HSC Dentistry CSC","HSC Dentistry CSC","7"
"Grant A Group","Grant A Group","0"
"Grant B Group","Grant B Group","0"
"SPH Students My Doc","SPH Students My Doc","0"
"HSC Ortho PC Residents","HSC Ortho PC Residents","25"
"OBGYN","OBGYN","115"
"Gibson lab","Gibson lab","6"
"HSRS Group","HSRS Group","2"
"g106-xerox-6250 Group","g106-xerox-6250","12"
"Peds ERAS","Peds ERAS","8"
"HS Print Administrators","HS Print Administrators","3"
"CharPasswordChange","CharPasswordChange","18"
"3841-hp8500 Group","3841-hp8500 Group","1"
"WVSTEPS Research","WVSTEPS Research","5"
"WVUH BrainLab Group","WVUH BrainLab Group","1"
"erma2-207-brother Group","erma2-207-brother Group","2"
"g350-hp2055dn Group","g350-hp2055dn Group","2"
"WVSTEPS Standardized Patient Group","WVSTEPS Standardized Patient Group","9"
"4014-dell3130cn Group","4014-dell3130cn Group","4"
"Cost Savings Access Database Project Group","Cost Savings Access Database Project Group","8"
"6600-bizhub420 Group","6600-bizhub420 Group","24"
"HSC Citrix PharmCas Group","HSC Citrix PharmCas Group","6"
"HSC SPH SAS","HSC SPH SAS","9"
"5702-bizhub350 Group","5702-bizhub350 Group","4"
"HSC SAS","HSC SAS","1"
"6600-minolta501 Group","6600-minolta501 Group","0"
"4616-hp4700c Group","4616-hp4700c Group","1"
"b129-Lanier-ld528c Group","b129-Lanier-ld528c Group","23"
"2319-hpljp2035 Group","2319-hpljp2035 Group","2"
"204-hpljm1536","204-hpljm1536","1"
"Spirou Research Group","Spirou Research Group","1"
"4041-hpljp2055dn Group","4041-hpljp2055dn Group","2"
"HSC Citrix WAPAC","HSC Citrix WAPAC","1"
"g106-canon3480i Group","g106-canon3480i Group","6"
"8707-hpcm1415","8707-hpcm1415","1"
"1005-G85 Group","1005-G85","5"
"Dr. Dey Lab","Dr. Dey Lab","2"
"Dr. Tucker Lab","Dr. Tucker Lab","2"
"Center of Excellence in Womens Health","Center of Excellence in Womens Health","0"
"Conference Materials Group","Conference Materials Group","22"
"4400-hpljp2035n Group","4400-hpljp2035n Group","4"
"HMC-Project1-Read","HMC-Project1-Read","7"
"2307-hpoj6000","2307-hpoj6000","1"
"Dr. Agmon Lab","Dr. Agmon Lab","2"
"g121-lexmark-t630","g121-lexmark-t630","1"
"2356-hplj4015 Group","2356-hplj4015 Group","23"
"1304-minolta223","1304-minolta223","6"
"HMC-HSDATA3-RW","HMC-HSDATA3-RW","3"
"4737-cognitivedlx","4737-cognitivedlx","2"
"2200-hp2035n","2200-hp2035n","2"
"4525b-HP4250 Group","4525b-HP4250","14"
"4075a-minolta-c258","4075a-minolta-c258","37"
"HMC-Project1-RW","HMC-Project1-RW","5"
"HSRS","HSRS","1"
"1850-hpP1606dn","1850-hpP1606dn","1"
"DPMRADCOMTrustedMachines$hsdc1","DPMRADCOMTrustedMachines$hsdc1","2"
"HMC-Project3-Read","HMC-Project3-Read","5"
"HMC-Project5-Read","HMC-Project5-Read","6"
"HS WVU-AD User Support Group","HS WVU-AD User Support Group","0"
"DPMRADmTrustedMachines$hsdc2","DPMRADmTrustedMachines$hsdc2","2"
"DPMRADCOMTrustedMachines$HSCA","DPMRADCOMTrustedMachines$HSCA","2"
"SPH Faculty Search","SPH Faculty Search","2"
"DPMRADmTrustedMachines$HSCA","DPMRADmTrustedMachines$HSCA","2"
"1400-OKIC5100","1400-OKIC5100","2"
"Cost Savings Access Database Project Domain Local Group","Cost Savings Access Database Project Domain Local Group","8"
"Dr. Salm Lab","Dr. Salm Lab","2"
"HMC-SupportCore-RW","HMC-SupportCore-RW","6"
"HMC-All-Read","HMC-All-Read","1"
"HMC-Project2-Read","HMC-Project2-Read","6"
"HMC-CommunityCore-RW","HMC-CommunityCore-RW","6"
"HSC ITS QA","HSC ITS QA","1"
"HS Grants Group","HS Grants Group","25"
"2350-hp3500","2350-hp3500","0"
"2278-hp4240 gROUP","2278-hp4240 gROUP","3"
"HMC-Project2-RW","HMC-Project2-RW","6"
"HSC Surgery Clinical Support Staff","HSC Surgery Clinical Support Staff","37"
"Dr. Konat Lab","Dr. Konat Lab","2"
"HSC Development CSC","HSC Development CSC","1"
"g281-hp2840","g281-hp2840","0"
"DPMRADCOMTrustedMachines$hsdc2","DPMRADCOMTrustedMachines$hsdc2","2"
"WVUH Citrix-PICIS","WVUH Citrix-PICIS","5"
"Office 2011 for Mac","Office 2011 for Mac","2"
"Emergency Response Plan Administrators","Emergency Response Plan Administrators","3"
"WVUH HPF Group","WVUH HPF Group","1337"
"g113-minolta-161f Group","g113-minolta-161f Group","1"
"WVUH Epic Training","WVUH Epic Training","133"
"HMC-CommunityCore-Read","HMC-CommunityCore-Read","6"
"HMC Grant","HMC Grant","19"
"HMC-TranslationCore-Read","HMC-TranslationCore-Read","5"
"HSC OBGYN Pap Letters Group","HSC OBGYN Pap Letters Group","Error Getting Group Count"
"Dr. Weed Lab","Dr. Weed Lab","2"
"2280-HP2300 Group","2280-HP2300","0"
"HMC-Project4-Read","HMC-Project4-Read","6"
"ADUC","ADUC","1"
"TPP Project Group","TPP Project Group","1"
"HMC-TranslationCore-RW","HMC-TranslationCore-RW","8"
"3033a-hpofficejetpro8500","3033a-hpofficejetpro8500","1"
"UHC Abstractors","UHC Abstractors","3"
"HMC-AdministrativeCore-RW","HMC-AdministrativeCore-RW","6"
"HMC-Project5-RW","HMC-Project5-RW","6"
"118annex-hpcljcm2320nf","118annex-hpcljcm2320nf","2"
"HMC-All-RW","HMC-All-RW","1"
"3860-cognitivedlx","3860-cognitivedlx","4"
"4411-xerox8570dn Group","4411-xerox8570dn Group","6"
"SON East HPRR Group","SON East HPRR Group","1"
"HSC MBRCC SharePoint Users","HSC MBRCC SharePoint Users","0"
"ITS Systems Server Admins","ITS Systems Server Admins","9"
"HSC SPSS","HSC SPSS","1"
"HMC-AdministrativeCore-Read","HMC-AdministrativeCore-Read","7"
"4737-hpljm1536","4737-hpljm1536","4"
"WVUH RubyOnline and UHAOnline Group","WVUH RubyOnline and UHAOnline Group","1887"
"Grand Rounds","Grand Rounds","3"
"erma-126-hp4500","erma-126-hp4500","1"
"HSC Anatomy Grants","HSC Anatomy Grants","1"
"HSC Office 2010","HSC Office 2010","28"
"6400-LEXC522","6400-LEXC522","4"
"Business Office Folder","Business Office Folder","2"
"WVUH Vitrea Advanced Diagnostic","WVUH Vitrea Advanced Diagnostic","118"
"g290-hp-cp4025 Group","g290-hp-cp4025","4"
"HMC-SupportCore-Read","HMC-SupportCore-Read","6"
"HMC-Project3-RW","HMC-Project3-RW","7"
"HSC SOP Druginfo","HSC SOP Druginfo","18"
"HMC-Project4-RW","HMC-Project4-RW","6"
"3019-minolta-c224e Group","3019-minolta-c224e Group","8"
"HSC SURGERY PC Faculty","HSC SURGERY PC Faculty","21"
"HSC Learning Center","HSC Learning Center","1"
"HS Systems Servers","HS Systems Servers","9"
"6700e-hp2605dn Group","6700e-hp2605dn Group","1"
"Grads","Grads","1"
"HS GEC","HS GEC","3"
"DPMRADmTrustedMachines$hsdc1","DPMRADmTrustedMachines$hsdc1","2"
"School of Medicine Strategic Planning Project Group","School of Medicine Strategic Planning Project Group","1"
"4061-hp2605 Group","4061-hp2605","1"
"Prete-Quickbooks","Prete-Quickbooks","1"
"Weed lab","Weed lab","6"
"Guo lab","Guo lab","6"
"HSC SPH SPSS","HSC SPH SPSS","0"
"OccMedBilling Group","OccMedBilling Group","2"
"SPH EdProg Database RO","SPH EdProg Database RO","1"
"2172-minolta223 Group","2172-minolta223 Group","12"
"FOAs","FOAs","2"
"chsc-infoblox","infoblox-chsc","5"
"QAD Test Group","QAD Test Group","1"
"WVUH StrataJazz","WVUH StrataJazz","30"
"HSC Pathology DragonSpeak Domain Local","HSC Pathology DragonSpeak Domain Local","13"
"CHSC-hpfscan","CHSC-hpfscan","8"
"4313-brother-7360n Group","4313-brother-7360n Group","5"
"erma-318-brother9325cw Group","erma-318-brother9325cw Group","2"
"4082-hp4000n Group","4082-hp4000n Group","19"
"1179-hplj2055dn","1179-hplj2055dn","3"
"grosslab","grosslab","3"
"g213-hpljp1606dn Group","g213-hpljp1606dn Group","10"
"2250-hp4015x Group","2250-hp4015x Group","6"
"4066a-hp2015 Group","4066a-hp2015 Group","5"
"HSC Pediatrics AOS Study Group","HSC Pediatrics AOS Study Group","5"
"crh-hpljp2055dn Group","crh-hpljp2055dn Group","2"
"HSC Projects","HSC Projects","1"
"b26-ricoh-mp-c3504ex Group","b26-ricoh-mp-c3504ex Group","Error Getting Group Count"
"2204-lexmarkt630 Group","2204-lexmarkt630 Group","2"
"SOM Behavioral Medicine Data Sets RW","SOM Behavioral Medicine Data Sets RW","1"
"WVUH MUSE","WVUH MUSE","405"
"202-2015dn Group","202-2015dn Group","7"
"Physio Grant","Physio Grant","7"
"B040-HP5000 Group","B040-HP5000","0"
"4403-hp3005 Group","4403-hp3005 Group","17"
"g176-hpljp1606dn Group","g176-hpljp1606dn Group","5"
"8604-hpm1212nf","8604-hpm1212nf","1"
"g190-xerox3600","g190-xerox3600","7"
"5500-minolta-c258 Group","5500-minolta-c258 Group","28"
"RAD-Billing","RAD-Billing","3"
"2181-minoltac25","2181-minoltac25","11"
"3123b-hp5200 Group","3123b-hp5200 Group","95"
"HSC Animal Quarters CSC","HSC Animal Quarters CSC","1"
"g139-BizhubC364e Group","g139-BizhubC364e Group","7"
"WVUH Kronos","WVUH Kronos","113"
"2350d-hp2055dn Group","2350d-hp2055dn Group","13"
"WVUH TEG","WVUH TEG","26"
"HSC Eastern Division CSC","HSC Eastern Division CSC","0"
"4627-brother Group","4627-brother","2"
"RDTP Power Users","RDTP Power Users","6"
"8607-hpoj6300 Group","8607-hpoj6300 Group","2"
"g140-hplj-m452dn Group","g140-hplj-m452dn Group","17"
"4304-hp4050 Group","4304-hp4050 Group","1"
"SPH BIOS Share Group","SPH BIOS Share Group","8"
"fingerscan group","fingerscan group","5"
"Hematopathology Fellowship Share Group","Hematopathology Fellowship Share Group","2"
"SPH Public Folder Group","SPH Public Folder Group","4"
"Ivanov lab","Ivanov lab","2"
"erma-144-brother4150 Group","erma-144-brother4150 Group","8"
"SSOAllUsers","SSOAllUsers","1778"
"Epic Training Group","Epic Training Group","92"
"MIF Lab Users","MIF Lab Users","420"
"WVUH MagView","WVUH MagView","18"
"HSC PMC Admins","HSC PMC Admins","1"
"icrc-minolta-c3100p Group","icrc-minolta-c3100p Group","9"
"PerioShared Group","PerioShared Group","6"
"Bey Lab","Bey Lab","0"
"erma2-brother7860dw Group","erma2-brother7860dw Group","2"
"g176-hpljpM426fdn Group","g176-hpljpM426fdn Group","10"
"erma325-ricoh Group","erma325-ricoh Group","6"
"WVUH Epic Group","WVUH Epic Group","3772"
"IVIS Group","IVIS Group","49"
"Ruppert lab","Ruppert Lab","2"
"Davis lab","Davis lab","3"
"Petros lab","Petros lab","7"
"YU Lab","YU Lab","3"
"Frisch lab","Frisch lab","6"
"Pugacheva lab","Pugacheva lab","14"
"Pathology Residents","Pathology Residents","14"
"SSOWay2CareClinicalUser","SSOWay2CareClinicalUser","33"
"erma-321-hp4014 Group","erma-321-hp4014 Group","0"
"4500_hplj4m Group","4500_hplj4m Group","0"
"g281-bizhubc25 Group","g281-bizhubc25 Group","0"
"g104c-hp2605 Group","g104c-hp2605 Group","3"
"HSC Student Services","HSC Student Services Shares","9"
"HSC Citrix IE-AMCAS","HSC Citrix IE","6"
"HSC SOM Share","HSC SOM Share","3"
"WVCTSI","WVCTSI Group","120"
"3860-lexmarke360dn Group","3860-lexmarke360dn Group","2"
"residents","residents","6"
"6500-hpljp2035n Group","6500-hpljp2035n Group","1"
"ACGME","ACGME","2"
"WVUH EndoPro","WVUH EndoPro","491"
"Martinez Lab","Martinez Lab","7"
"g102-minoltac25 Group","g102-minoltac25 Group","4"
"118annex-hp2320 Group","118annex-hp2320 Group","2"
"WVUH 3M","WVUH 3M","47"
"g213-hpljt255dn group","g213-hpljt255dn group","7"
"AMCAS","AMCAS","6"
"g100-minoltac25","g100-minoltac25","2"
"1122-minoltac220 Group","1122-minoltac220 Group","9"
"7732-lexmark360dn","7732-lexmark360dn","9"
"SPH Central Admin","SPH Central Admin","38"
"OEHS","OEHS","22"
"d_study_IRB_Approved_m","d_study_IRB_Approved_m","2"
"7318-Ricoh Group","7318-Ricoh Group","46"
"d_study_Recruiting_Advertising_m","d_study_Recruiting_Advertising_m","2"
"d_Studies_Active_m","d_Studies_Active_m","3"
"d_study_Screening_o","d_study_Screening_o","4"
"ced-132-hplj1320 Group","ced-132-hplj1320 Group","2"
"d_study_Recruiting_Record_Checking_r","d_study_Recruiting_Record_Checking_r","6"
"d_study_Recruiting_Archive_r","d_study_Recruiting_Archive_r","3"
"d_study_Submissions_r","d_study_Submissions_r","9"
"d_study_Recruiting_Vol_Sched_m","d_study_Recruiting_Vol_Sched_m","7"
"j_Health_Care_Associate","j_Health_Care_Associate","2"
"3829-hp3600n Group","3829-hp3600n Group","4"
"d_study_Recruiting_Vol_Payment_m","d_study_Recruiting_Vol_Payment_m","4"
"d_study_DSU_Budgeting_m","d_study_DSU_Budgeting_m","5"
"d_study_DSU_Archive_m","d_study_DSU_Archive_m","9"
"CHSC-WCS","CHSC-WCS","6"
"7703-lexmarkt640 Group","7703-lexmarkt640 Group","8"
"d_IRB_Approved_Generic_m","d_IRB_Approved_Generic_m","6"
"WVUCPRC","WVUCPRC","12"
"d_study_Recruiting_Screening_Cal_m","d_study_Recruiting_Screening_Cal_m","2"
"g129-hp2055dn Group","g129-hp2055dn Group","0"
"Labor and Delivery Share","Labor and Delivery Share","17"
"d_study_IRB_Archive_r","d_study_IRB_Archive_r","4"
"ced-132-brother Group","ced-132-brother Group","2"
"d_study_Screening_Waivers_m","d_study_Screening_Waivers_m","9"
"d_study_IRB_Approved_r","d_study_IRB_Approved_r","19"
"d_study_IRB_Protocol_m","d_study_IRB_Protocol_m","2"
"d_study_DSU_Budgeting_r","d_study_DSU_Budgeting_r","4"
"6500-minolta501","6500-minolta501","0"
"SON Student Workers","SON Student Workers","4"
"d_study_IRB_Submitted_r","d_study_IRB_Submitted_r","5"
"d_Active_study_m","d_Active_study_m","2"
"d_study_Recruiting_Database_m","d_study_Recruiting_Database_m","2"
"d_Active_study_o","d_Active_study_o","2"
"d_study_IRB_o","d_study_IRB_o","3"
"d_Studies_Active_r","d_Studies_Active_r","1"
"g280a1-minolta-c224 Group","g280a1-minolta-c224 Group","5"
"d_study_Submissions_Archive_m","d_study_Submissions_Archive_m","4"
"d_study_IRB_ICFDev_r","d_study_IRB_ICFDev_r","8"
"d_study_DSU_DrugAcct_m","d_study_DSU_DrugAcct_m","5"
"InfoBlox Group","InfoBlox Group","3"
"8501-minolta421 Group","8501-minolta421 Group","2"
"d_study_Regulatory_RegDocs_r","d_study_Regulatory_RegDocs_r","11"
"MIF Lab Users WVUH","MIF Lab Users WVUH","5"
"d_study_DSU_Catering_r","d_study_DSU_Catering_r","11"
"d_study_Recruiting_Vol_Sched_r","d_study_Recruiting_Vol_Sched_r","16"
"d_study_Submissions_Final_m","d_study_Submissions_Final_m","4"
"d_study_DataEntry_r","d_study_DataEntry_r","11"
"d_study_DSU_o","d_study_DSU_o","4"
"d_study_DSU_r","d_study_DSU_r","8"
"d_study_Recruiting_Archive_m","d_study_Recruiting_Archive_m","3"
"j_Physician","j_Physician","2"
"4526-ricoh4502 Group","4526-ricoh4502 Group","54"
"j_Data_Entry","j_Data_Entry","1"
"d_study_Screening_Archive_m","d_study_Screening_Archive_m","7"
"d_study_Regulatory_RegDocs_m","d_study_Regulatory_RegDocs_m","2"
"d_study_Recruiting_o","d_study_Recruiting_o","3"
"d_study_Recruiting_Record_Checking_m","d_study_Recruiting_Record_Checking_m","2"
"ced-316-bizhub360 Group","ced-316-bizhub360 Group","9"
"d_study_Submissions_o","d_study_Submissions_o","4"
"crh-168b-ricoh Group","crh-168b-ricoh Group","37"
"d_study_Submissions_Draft_m","d_study_Submissions_Draft_m","9"
"d_study_IRB_Submitted_m","d_study_IRB_Submitted_m","2"
"$OEHS","$OEHS","21"
"d_study_Regulatory_m","d_study_Regulatory_m","3"
"d_study_DSU_Catering_m","d_study_DSU_Catering_m","4"
"d_study_Regulatory_r","d_study_Regulatory_r","6"
"d_study_Submissions_m","d_study_Submissions_m","4"
"d_study_Recruiting_Study_Cal_m","d_study_Recruiting_Study_Cal_m","2"
"d_Active_study_r","d_Active_study_r","3"
"d_study_DataEntry_o","d_study_DataEntry_o","4"
"g125-brother4070 Group","g125-brother4070 Group","2"
"d_study_Regulatory_o","d_study_Regulatory_o","3"
"WVUCPRC-External","WVUCPRC-External","Error Getting Group Count"
"$EPIDEM","$EPIDEM","14"
"d_study_DSU_Archive_r","d_study_DSU_Archive_r","4"
"d_study_Recruiting_Screening_Appts_m","d_study_Recruiting_Screening_Appts_m","2"
"d_study_DSU_DrugAcct_r","d_study_DSU_DrugAcct_r","7"
"2278-hpljp3015n Group","2278-hpljp3015n Group","7"
"d_study_IRB_Protocol_r","d_study_IRB_Protocol_r","20"
"$WVUCPRC","$WVUCPRC","8"
"Radiology Resident Material Group","Radiology Resident Material Group","22"
"d_study_Recruiting_Screening_Cal_r","d_study_Recruiting_Screening_Cal_r","16"
"d_Studies_r","d_Studies_r","1"
"d_study_Recruiting_Screening_Appts_r","d_study_Recruiting_Screening_Appts_r","16"
"UACDD","UACDD","106"
"EPIDEM","EPIDEM","13"
"d_study_Regulatory_Archive_m","d_study_Regulatory_Archive_m","2"
"XIV Storage Admins","XIV Storage Admins","5"
"4400-lex360dn Group","4400-lex360dn Group","15"
"d_study_IRB_m","d_study_IRB_m","3"
