"DistinguishedName","GroupCategory","GroupScope","Members","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=$hsc,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$hsc","group","6c9fd3cd-324e-4f1e-9859-05b32762283f","$hsc","S-1-5-21-865322659-4255640127-3857865232-8659"
"CN=$PRINTING,OU=PRINTING,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$PRINTING","group","9c68a6ec-8e7c-4672-a0f4-fa9710aa5aea","$PRINTING","S-1-5-21-865322659-4255640127-3857865232-8684"
"CN=$Guest Accounts,OU=Guest Accounts,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$Guest Accounts","group","222952f1-1b7c-4cd4-9137-345af3db0748","$Guest Accounts","S-1-5-21-865322659-4255640127-3857865232-8282"
"CN=BIOSAF,OU=BIOSAF,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","BIOSAF","group","4aabfab0-2479-469e-a043-fb7acd329ff5","BIOSAF","S-1-5-21-865322659-4255640127-3857865232-8717"
"CN=GYNEONC,OU=GYNEONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","GYNEONC","group","2728d891-d16b-4957-a7cc-9e2f38e046e0","GYNEONC","S-1-5-21-865322659-4255640127-3857865232-8741"
"CN=SHARED,OU=HPRR,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SHARED","group","2abea20d-85d4-4083-b9ca-7f8cb75a0e41","SHARED2","S-1-5-21-865322659-4255640127-3857865232-8792"
"CN=admin,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","admin","group","85835f34-d8b4-4c8d-9f71-f14f85ed9ce7","admin3","S-1-5-21-865322659-4255640127-3857865232-8711"
"CN=acndata,OU=CEI,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","acndata","group","2ecca719-d1e8-4f60-b8e9-50cc0336ccd0","acndata","S-1-5-21-865322659-4255640127-3857865232-8333"
"CN=ADMIN,OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","ADMIN","group","174d7663-27cd-47cb-a030-936bf6a53902","ADMIN1","S-1-5-21-865322659-4255640127-3857865232-8791"
"CN=$WCHOSP,OU=WCHOSP,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$WCHOSP","group","31d66f68-9643-410e-be9c-8991f4804165","$WCHOSP","S-1-5-21-865322659-4255640127-3857865232-8706"
"CN=$Server,OU=Server,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$Server","group","e1ba2bfb-0459-40df-9c7d-3a6e8ceb2ec5","$Server","S-1-5-21-865322659-4255640127-3857865232-8691"
"CN=database,OU=CLIN,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","database","group","ecd06d82-d51e-4ed7-a61a-03a8a5d72fc9","database0","S-1-5-21-865322659-4255640127-3857865232-8721"
"CN=BRNIaccounting,OU=BRNI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","BRNIaccounting","group","1a4826a0-f61b-477f-9923-e70b1b873eb9","BRNIaccounting","S-1-5-21-865322659-4255640127-3857865232-8718"
"CN=Guest,OU=GUEST,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Guest","group","9a4bf89c-4499-4f39-9b05-ebb9e5f870d9","Guest0","S-1-5-21-865322659-4255640127-3857865232-8740"
"CN=SONEOL,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SONEOL","group","8e9be094-445a-4406-b8be-780ef187fbb0","SONEOL","S-1-5-21-865322659-4255640127-3857865232-6803"
"CN=Graphics,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Graphics","group","5e0416ec-76e4-467a-986a-661c1769d542","Graphics","S-1-5-21-865322659-4255640127-3857865232-8738"
"CN=Administration,OU=Administration,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Administration","group","482f2b59-5df6-414e-95f3-fe777b3784a4","Administration0","S-1-5-21-865322659-4255640127-3857865232-8712"
"CN=WVU_Center_Shared_Folder,OU=ETHICS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WVU_Center_Shared_Folder","group","ae737041-7498-4247-9fe6-dd1634986389","WVU_Center_Shared_Folder","S-1-5-21-865322659-4255640127-3857865232-8431"
"CN=SBI,OU=SBI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SBI","group","0c116503-79a7-4849-aef3-08db3f13a95b","SBI0","S-1-5-21-865322659-4255640127-3857865232-8414"
"CN=sbi_shared,OU=SBI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","sbi_shared","group","49e3b932-e270-4a56-b922-794166c270bb","sbi_shared","S-1-5-21-865322659-4255640127-3857865232-4271"
"CN=Alpha4,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Alpha4","group","aeb10e73-87ec-4b88-a646-1086a42df527","Alpha4","S-1-5-21-865322659-4255640127-3857865232-8713"
"CN=SURGONC,OU=SURGONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SURGONC","group","34ae9b1e-a3fa-4b79-801e-8f0226513fac","SURGONC","S-1-5-21-865322659-4255640127-3857865232-6809"
"CN=SECUR,OU=SECUR,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SECUR","group","dda28404-fb75-4af2-95b2-8d7a0ea12d63","SECUR","S-1-5-21-865322659-4255640127-3857865232-8781"
"CN=Novell_Admins,OU=Other Accounts,OU=Network Systems,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Novell_Admins","group","aea8b15f-84b8-4fdd-9f57-943026cdac27","Novell_Admins","S-1-5-21-865322659-4255640127-3857865232-8395"
"CN=NT_Admins,OU=Other Accounts,OU=Network Systems,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","NT_Admins","group","323c0079-c7fc-4861-8fc0-68a7289076a6","NT_Admins","S-1-5-21-865322659-4255640127-3857865232-8396"
"CN=$PharmLab,OU=PharmLab,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$PharmLab","group","8a72d2ec-d49c-4c47-bb71-83000a42bdf8","$PharmLab","S-1-5-21-865322659-4255640127-3857865232-8682"
"CN=REEDPLAN,OU=REEDPLAN,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","REEDPLAN","group","71f21dd2-5a30-4a35-8530-016b305a65b4","REEDPLAN","S-1-5-21-865322659-4255640127-3857865232-8779"
"CN=$CONSULT,OU=CONSULT,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$CONSULT","group","348ebec9-c5bc-4c69-9878-afdd3dcb4059","$CONSULT","S-1-5-21-865322659-4255640127-3857865232-8639"
"CN=$Visitors,OU=Visitors,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$Visitors","group","09914dd7-7316-4e87-8371-a627d908d592","$Visitors","S-1-5-21-865322659-4255640127-3857865232-8704"
"CN=$CONSULTANT,OU=CONSULTANT,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$CONSULTANT","group","0a3e34e7-b21f-47fd-a02e-a9dae41b73e1","$CONSULTANT","S-1-5-21-865322659-4255640127-3857865232-8640"
"CN=PHE,OU=UHS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","PHE","group","0afb1eab-cfc6-48e5-b4ae-3c79fe954304","PHE0","S-1-5-21-865322659-4255640127-3857865232-8775"
"CN=$SODComputers,OU=Computers,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$SODComputers","group","d069d077-e150-4908-af0e-6f68b012a3ef","$SODComputers","S-1-5-21-865322659-4255640127-3857865232-8694"
"CN=$CHSCPO,OU=PO,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$CHSCPO","group","b6b9c166-e199-4cff-9362-c464e0686c03","$CHSCPO","S-1-5-21-865322659-4255640127-3857865232-8638"
"CN=$HEALTHCARE,OU=HEALTHCARE,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$HEALTHCARE","group","0259bbdb-ce14-463d-b11a-b5443bd288ca","$HEALTHCARE","S-1-5-21-865322659-4255640127-3857865232-8658"
"CN=$IRAC,OU=IRAC,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$IRAC","group","c13ff6e4-a721-4073-8965-37e3da63c8e6","$IRAC","S-1-5-21-865322659-4255640127-3857865232-8664"
"CN=$NTSERVERS,OU=NT,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$NTSERVERS","group","4074215a-d8a5-49be-a8b4-7a81413bb4aa","$NTSERVERS","S-1-5-21-865322659-4255640127-3857865232-8681"
"CN=$Linux,OU=Linux,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$Linux","group","eb71f6f7-6371-42ce-a691-8c1322c8c414","$Linux","S-1-5-21-865322659-4255640127-3857865232-8671"
"CN=HMR,OU=HMR,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HMR","group","23590ae5-0faa-4d6b-8d08-048a5a333ddb","HMR","S-1-5-21-865322659-4255640127-3857865232-6739"
"CN=$No Inheritance,OU=No Inheritance,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$No Inheritance","group","a4c43eb0-fe1e-4365-81c4-f66207117446","$No Inheritance","S-1-5-21-865322659-4255640127-3857865232-8678"
"CN=CommunityService,OU=CommunityService,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","CommunityService","group","0511012e-29c9-4e64-9f37-2706caeb997e","CommunityService","S-1-5-21-865322659-4255640127-3857865232-8348"
"CN=SGD-Velos,OU=RemoteApps,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SGD-Velos","group","9efcbe17-30f5-49a7-9ca0-3d9e0668edeb","SGD-Velos","S-1-5-21-865322659-4255640127-3857865232-10263"
"CN=LC Front Desk Users,OU=Learning Center,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","LC Front Desk Users","group","6050ac35-357e-4e4c-b3ad-6cbfaf28d723","LC Front Desk Users","S-1-5-21-865322659-4255640127-3857865232-2637"
"CN=8722-HP3210 Group,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","8722-HP3210 Group","group","d454b023-e806-4bf3-84b5-df1acdd57bc3","8722-HP3210","S-1-5-21-865322659-4255640127-3857865232-1556"
"CN=LC Front Desk PC's,OU=Learning Center,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","LC Front Desk PC's","group","8cf6e03a-d812-4b4c-8165-2bd6f1b7dbbd","LC Front Desk PC's","S-1-5-21-865322659-4255640127-3857865232-2636"
"CN=2033-hpljp2035n Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2033-hpljp2035n Group","group","691bb93e-f3cb-4103-a6c7-3c78d0a7b218","2033-hpljp2035n Group","S-1-5-21-865322659-4255640127-3857865232-1321"
"CN=5304-HPLJ3330 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","5304-HPLJ3330 Group","group","e580c35a-db21-4e93-8c5d-fbe656e133d7","5304-HPLJ3330","S-1-5-21-865322659-4255640127-3857865232-1508"
"CN=1122-hp4200 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1122-hp4200 Group","group","7b86c9b2-5f47-40ac-8e8e-e3756d60a3b6","1122-hp4200","S-1-5-21-865322659-4255640127-3857865232-1601"
"CN=3152-hp2500 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","3152-hp2500 Group","group","a1e267c5-6cdd-4573-bafa-d76880c22b52","3152-hp2500","S-1-5-21-865322659-4255640127-3857865232-1419"
"CN=3015-hplj4000 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","3015-hplj4000 Group","group","8d8fead1-25d5-4e5b-a38f-9e3e2935f6cc","3015-hplj4000","S-1-5-21-865322659-4255640127-3857865232-1389"
"CN=3011-hplj-m451dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","3011-hplj-m451dn Group","group","bdf7fbe4-cba1-4835-9b79-44eacf7cad3d","3011-hplj-m451dn Group","S-1-5-21-865322659-4255640127-3857865232-10314"
"CN=2350g-hpcp2025d,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2350g-hpcp2025d","group","71081a09-27d2-47e6-8dee-c1f54c88d38a","2350g-hpcp2025d","S-1-5-21-865322659-4255640127-3857865232-31757"
"CN=Mipac Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Mipac Servers","group","1eafe597-7405-4b6c-82a2-d1de5f066c7b","Mipac Servers","S-1-5-21-865322659-4255640127-3857865232-22506"
"CN=4001-samsung2850 Group,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","4001-samsung2850 Group","group","025be3ff-97ab-462e-a105-21338de15fdf","4001-samsung2850 Group","S-1-5-21-865322659-4255640127-3857865232-27795"
"CN=Grant A Group,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Grant A Group","group","b3e42703-cedd-4e4f-9508-6302b943a1cd","Grant A Group","S-1-5-21-865322659-4255640127-3857865232-32854"
"CN=Grant B Group,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Grant B Group","group","d339c2d2-2878-437d-b151-e99c967a6d93","Grant B Group","S-1-5-21-865322659-4255640127-3857865232-32856"
"CN=SPH Students My Doc,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SPH Students My Doc","group","0263625d-a64f-426c-a842-3dea8ba6b721","SPH Students My Doc","S-1-5-21-865322659-4255640127-3857865232-14175"
"CN=6600-minolta501 Group,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","6600-minolta501 Group","group","235c6ccb-4337-41e7-88c0-f224c33c0d9a","6600-minolta501 Group","S-1-5-21-865322659-4255640127-3857865232-31890"
"CN=Center of Excellence in Womens Health,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Center of Excellence in Womens Health","group","ba3cc406-8516-4b7e-9b7e-677033170e74","Center of Excellence in Womens Health","S-1-5-21-865322659-4255640127-3857865232-37272"
"CN=HS WVU-AD User Support Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS WVU-AD User Support Group","group","d2d7df3b-b8c9-4a82-9320-f7e615a02148","HS WVU-AD User Support Group","S-1-5-21-865322659-4255640127-3857865232-33845"
"CN=2350-hp3500,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2350-hp3500","group","0988ef58-159d-4686-9635-d19f15d690e4","2350-hp3500","S-1-5-21-865322659-4255640127-3857865232-36429"
"CN=g281-hp2840,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","g281-hp2840","group","2989c770-1fa5-4b14-9b01-3137a20e7897","g281-hp2840","S-1-5-21-865322659-4255640127-3857865232-33417"
"CN=2280-HP2300 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2280-HP2300 Group","group","6b9d768f-eeee-4df2-8525-c50ee7d45300","2280-HP2300","S-1-5-21-865322659-4255640127-3857865232-1359"
"CN=HSC MBRCC SharePoint Users,OU=MBRCC Administrative,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC MBRCC SharePoint Users","group","748af1b1-2125-44a6-b39c-aa85062eb185","HSC MBRCC SharePoint Users","S-1-5-21-865322659-4255640127-3857865232-36375"
"CN=HSC SPH SPSS,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC SPH SPSS","group","19101cb8-305a-42b5-b140-1130719f42cd","HSC SPH SPSS","S-1-5-21-865322659-4255640127-3857865232-31593"
"CN=B040-HP5000 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B040-HP5000 Group","group","5710f98d-a72a-4aac-942e-ebdc3f50af1f","B040-HP5000","S-1-5-21-865322659-4255640127-3857865232-1558"
"CN=2235-hp2055dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2235-hp2055dn Group","group","d9339be4-015e-4709-87ed-d8c0b8db067c","2235-hp2055dn Group","S-1-5-21-865322659-4255640127-3857865232-36527"
"CN=HSC Eastern Division CSC,OU=CSC Groups,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC Eastern Division CSC","group","d75c87e9-311d-4999-afc6-474fecb47255","HSC Eastern Division CSC","S-1-5-21-865322659-4255640127-3857865232-39113"
"CN=Bey Lab,OU=MBRCC Labs,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Bey Lab","group","54d09460-c985-4131-a27e-d8d5971eb2e8","Bey Lab","S-1-5-21-865322659-4255640127-3857865232-33587"
"CN=erma-321-hp4014 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","erma-321-hp4014 Group","group","14688fd9-80c4-489f-81b2-3fe09ff26e40","erma-321-hp4014 Group","S-1-5-21-865322659-4255640127-3857865232-18071"
"CN=4500_hplj4m Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","4500_hplj4m Group","group","fc6d5ff0-88f1-4a24-8fac-0a3bbaabf8e5","4500_hplj4m Group","S-1-5-21-865322659-4255640127-3857865232-2659"
"CN=g281-bizhubc25 Group,OU=UHS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","g281-bizhubc25 Group","group","0fcfbef4-bb6d-43a5-b7a5-cf1c66767089","g281-bizhubc25 Group","S-1-5-21-865322659-4255640127-3857865232-42202"
"CN=g129-hp2055dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","g129-hp2055dn Group","group","b631f229-b629-46c6-8dc3-9e10f97c388a","g129-hp2055dn Group","S-1-5-21-865322659-4255640127-3857865232-32920"
"CN=6500-minolta501,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","6500-minolta501","group","04900a31-9f19-42ee-976f-b07fe679f920","6500-minolta501","S-1-5-21-865322659-4255640127-3857865232-39061"
"CN=j_Screening_Supervisor,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Screening_Supervisor","group","2b50a1d3-c8c6-489e-8077-366b0cbb841e","j_Screening_Supervisor","S-1-5-21-865322659-4255640127-3857865232-39506"
"CN=j_Drug_Study_Unit_Manager,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Drug_Study_Unit_Manager","group","d081198b-9560-464d-9193-02e0a54fb813","j_Drug_Study_Unit_Manager","S-1-5-21-865322659-4255640127-3857865232-39502"
