"GroupName","GroupSamAccountName","GroupDescription","GroupCategory","GroupScope","GroupSID","SIDHIstory","GroupOU","GroupDN"
"HSC SON StudentServices Database Full","HSC SON StudentServices Database Full","Application Role","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6756","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SON StudentServices Database Full,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Management","Management",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4251","","OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Management,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Human Gift Registry","Human Gift Registry",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6765","","OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Human Gift Registry,OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OBGYN Scan Users","OBGYN Scan Users",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6775","","OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=OBGYN Scan Users,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$OD","$OD","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8300","","OU=OD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$OD,OU=OD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$Resource Accounts","$Resource Accounts","File Share","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-2202","","OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$Resource Accounts,OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Windows Admins","HSC Windows Admins","Role Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-2204","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Windows Admins,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$CHSCAVP","$CHSCAVP","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6640","","OU=AVP,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$CHSCAVP,OU=AVP,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Berrebi Lab Group","Berrebi Lab Group","Lab File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-3242","","OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Berrebi Lab Group,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$BMT","$BMT","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-3224","","OU=BMT,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$BMT,OU=BMT,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$FACDEVEL","$FACDEVEL","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-4165","","OU=FACDEVEL,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$FACDEVEL,OU=FACDEVEL,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Learning Center Users","HSC Learning Center Users",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-2394","","OU=Learning Center,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Learning Center Users,OU=Learning Center,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ccmd 775","ccmd 775",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6715","","OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ccmd 775,OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"shared","shared0","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-3285","","OU=PRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=shared,OU=PRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$InformTech","$InformTech","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8292","","OU=InformTech,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$InformTech,OU=InformTech,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"koike","koike",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-3264","","OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=koike,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Cognos","Cognos",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4204","","OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Cognos,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"UML-folder","UML-folder","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6813","","OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=UML-folder,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$OPTHA","$OPTHA","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-4177","","OU=OPTHA,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$OPTHA,OU=OPTHA,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS Management","ITS Management","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-2212","","OU=MGMT,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ITS Management,OU=MGMT,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Promotion-Tenure","Promotion-Tenure",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4268","","OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Promotion-Tenure,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Administration","Administration","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6703","","OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Administration,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"md faculty","md faculty",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-3267","","OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=md faculty,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ccmd 740-741","ccmd 740-741",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6714","","OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ccmd 740-741,OU=SOMDEAN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$email","$email","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8276","","OU=email,OU=SBI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$email,OU=email,OU=SBI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TBDir","TBDir",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6810","","OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=TBDir,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Unix_Admins","Unix_Admins","Role Group","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-2249","","OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Unix_Admins,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC ISO","HSC ISO","Information Systems Operations","Security","Global","S-1-5-21-865322659-4255640127-3857865232-2138","","OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC ISO,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$HSCALL","$HSCALL","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-3229","","OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$HSCALL,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Faculty","Faculty",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-3251","","OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Faculty,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$HD","$HD","File Share","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-2129","","OU=Desktop Support,OU=Support Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$HD,OU=Desktop Support,OU=Support Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$RESLAB","$RESLAB","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-3237","","OU=RESLAB,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$RESLAB,OU=RESLAB,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Wapac Admins","Wapac Admins","Application Role","Security","Global","S-1-5-21-865322659-4255640127-3857865232-2205","","OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Wapac Admins,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$MICRO","$MICRO","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-3232","","OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$MICRO,OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC ISO Networking","HSC ISO Networking",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-2108","","OU=IS Administrators,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC ISO Networking,OU=IS Administrators,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUH General Apps","WVUH General Apps","WVUH Applications","Security","Global","S-1-5-21-865322659-4255640127-3857865232-2151","","OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WVUH General Apps,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Anatomy","HSC Anatomy","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-3257","","OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Anatomy,OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$CEI","$CEI","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-3226","","OU=CEI,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$CEI,OU=CEI,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Rheumatology","Rheumatology","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6798","","OU=RHEUM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Rheumatology,OU=RHEUM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$AHEC","$AHEC","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6627","","OU=AHEC,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$AHEC,OU=AHEC,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$OBGYN","$OBGYN","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6673","","OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$OBGYN,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$FACILMGMT","$FACILMGMT","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8280","","OU=MGMT,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$FACILMGMT,OU=MGMT,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$EDPROG","$EDPROG","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-4164","","OU=EDPROG,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$EDPROG,OU=EDPROG,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$EAST_DIV","$EAST_DIV","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8275","","OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$EAST_DIV,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$BEHM","$BEHM","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6631","","OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$BEHM,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$PRC","$PRC","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-4179","","OU=PRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$PRC,OU=PRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Radiology TimeClock","Radiology TimeClock","Application","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6793","","OU=RAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Radiology TimeClock,OU=RAD,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$DPRH","$DPRH","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8273","","OU=DPRH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$DPRH,OU=DPRH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$OS","$OS","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8302","","OU=OS,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$OS,OU=OS,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$PD","$PD","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8304","","OU=PD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$PD,OU=PD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SPH PHDs","HSC  SPH PHDs",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4234","","OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SPH PHDs,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Physiology","Physiology","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6788","","OU=PHYSIO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Physiology,OU=PHYSIO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$CREM","$CREM","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6656","","OU=ICRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$CREM,OU=ICRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$DENTADMIN","$DENTADMIN","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8271","","OU=DENTADMIN,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$DENTADMIN,OU=DENTADMIN,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SSDB","SSDB",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6806","","OU=STUALUM,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SSDB,OU=STUALUM,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Surgery Everyone","HSC Surgery Everyone",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-6759","","OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Surgery Everyone,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$BUSINESS","$BUSINESS","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6637","","OU=BUSINESS,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$BUSINESS,OU=BUSINESS,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"pharmcas","pharmcas","Application","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6785","","OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=pharmcas,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AEC","AEC","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6704","","OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=AEC,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Endocrinology","Endocrinology","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6724","","OU=ENDO,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Endocrinology,OU=ENDO,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SPH Faculty","HSC SPH Faculty",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4233","","OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SPH Faculty,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$BIRTHSCORE","$BIRTHSCORE","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-4158","","OU=BIRTHSCORE,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$BIRTHSCORE,OU=BIRTHSCORE,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC SPH Staff","HSC SPH Staff",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4236","","OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC SPH Staff,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DPRH","DPRH","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-8362","","OU=DPRH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=DPRH,OU=DPRH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$RD","$RD","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8311","","OU=RD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$RD,OU=RD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$DH","$DH","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8272","","OU=DH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$DH,OU=DH,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$CHSCHR","$CHSCHR","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6642","","OU=HR,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$CHSCHR,OU=HR,OU=ADMIN,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"EDPROG","EDPROG","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-4216","","OU=EDPROG,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=EDPROG,OU=EDPROG,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HEALRES","HEALRES","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-8374","","OU=HEALRES,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HEALRES,OU=HEALRES,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUH Web Access Group","WVUH Web Access Group","Allowed HS users through the WVUH Internet filter","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-6816","","OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WVUH Web Access Group,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ERAS-MedPeds","ERAS-MedPeds","Application","Security","Global","S-1-5-21-865322659-4255640127-3857865232-4221","","OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ERAS-MedPeds,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$HPRR","$HPRR","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-8287","","OU=HPRR,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$HPRR,OU=HPRR,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Physical Therapy","Physical Therapy","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6787","","OU=PT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Physical Therapy,OU=PT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"NEUSUR","NEUSUR","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-6772","","OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=NEUSUR,OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LEGAL","LEGAL0","Department Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-8388","","OU=LEGAL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=LEGAL,OU=LEGAL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ISO","ITS0","Department Group","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-2142","","OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ISO,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$CHSCSOM","$CHSCSOM","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6649","","OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$CHSCSOM,OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$CHSCMED","$CHSCMED","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6645","","OU=MED,OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$CHSCMED,OU=MED,OU=SOM,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC Neurology Scan","HSC Neurology Scan",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-4238","","OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HSC Neurology Scan,OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$BILLING","$BILLING","File Share","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-6632","","OU=BILLING,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$BILLING,OU=BILLING,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ANIMQ","ANIMQ","File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-8336","","OU=ANIMQ,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ANIMQ,OU=ANIMQ,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"$ITS","$ITS","File Share","Security","Universal","S-1-5-21-865322659-4255640127-3857865232-2242","","OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=$ITS,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
